CODUSU;nro_hogar;realizada;ano4;trimestre;region;mas_500;aglomerado;pondera;iv1;iv1_esp;iv2;iv3;iv3_esp;iv4;iv5;iv6;iv7;iv7_esp;iv8;iv9;iv10;iv11;iv12_1;iv12_2;iv12_3;ii1;ii2;ii3;ii3_1;ii4_1;ii4_2;ii4_3;ii5;ii5_1;ii6;ii6_1;ii7;ii7_esp;ii8;ii8_esp;ii9;v1;v2;v21;v22;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19_a;v19_b;ix_tot;ix_men10;ix_mayeq10;itf;decifr;idecifr;rdecifr;gdecifr;pdecifr;adecifr;ipcf;deccfr;ideccfr;rdeccfr;gdeccfr;pdeccfr;adeccfr;vii1_1;vii1_2;vii2_1;vii2_2;vii2_3;vii2_4;idimph
444029;1;1;2015;2;42;S;10;481;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;12600;7;7;7;6; ;7;6300,00;8;8;9;8; ;8;1;0;98;0;0;0;0
444033;1;1;2015;2;43;S;4;589;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;34300;10;10;10;10; ;10;11433,33;10;10;10;10; ;10;2;0;98;0;0;0;0
444034;1;1;2015;2;42;N;26;112;2; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;19200;9;9;9; ;9;9;6400,00;8;8;9; ;8;9;2;0;98;0;0;0;0
444040;1;1;2015;2;43;S;5;382;1; ;1;2; ;4;2;1;1; ;1;1;2;3;2;1;2;1;1;2;0;1;1;2;2;0;2;0;2; ;2; ;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;8500;4;5;5;4; ;4;2833,33;4;4;3;4; ;4;2;0;98;0;0;0;0
444041;1;1;2015;2;44;N;20;176;2; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;16000;8;8;6; ;8;5;4000,00;6;6;4; ;6;3;1;0;2;0;0;0;0
444042;1;1;2015;2;43;S;34;654;1; ;1;2; ;2;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;2;2;1;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;6000;3;3;3;3; ;3;6000,00;8;8;8;8; ;8;1;0;98;0;0;0;10
444043;1;1;2015;2;44;N;20;165;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;20000;9;9;7; ;9;6;20000,00;10;10;10; ;10;10;1;0;98;0;0;0;0
444045;1;1;2015;2;43;S;2;752;1; ;2;2; ;4;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4000;2;2;2;2; ;1;4000,00;6;6;5;6; ;5;1;0;97;0;0;0;10
444046;1;1;2015;2;43;S;34;405;2; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;3800;2;2;2;2; ;2;3800,00;6;6;5;6; ;5;1;0;98;0;0;0;0
444047;1;1;2015;2;41;N;7;99;1; ;2;2; ;4;2;1;2; ;1;2;3;4;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2600;1;1;1; ;1;1;1300,00;1;1;2; ;2;2;1;0;2;0;0;0;0
444048;1;1;2015;2;42;N;27;199;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;14700;7;7;7; ;8;8;4900,00;7;7;7; ;7;8;2;3;98;0;0;0;10010
444050;1;1;2015;2;43;N;38;75;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;3000;1;1;1; ;1;1;1000,00;1;1;1; ;1;1;2;0;3;0;0;0;0
444051;1;1;2015;2;44;N;9;165;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;9000;5;5;3; ;5;2;4500,00;6;7;4; ;7;4;1;0;98;0;0;0;0
444052;1;1;2015;2;40;S;23;227;2; ;5;1; ;2;1;1;1; ;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;15600;8;8;8;8; ;8;2600,00;4;4;5;3; ;5;1;2;98;0;0;0;0
444055;1;1;2015;2;1;S;33;1476;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;1;1;1;2;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;21000;9; ;9;9; ;9;5250,00;7; ;7;7; ;8;1;0;4;0;0;0;10000
444056;1;1;2015;2;43;S;13;481;1; ;3;1; ;1;1;1;1; ;1;1;1;2;1;2;2;3;1;2;0;1;1;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;7400;4;4;4;3; ;4;7400,00;9;9;9;9; ;9;1;0;98;0;0;0;0
444059;1;1;2015;2;1;S;33;1390;1; ;1;2; ;2;2;1;2; ;1;1;2;2;2;2;2;1;1;2;0;2;2;2;0;0;0;0;4; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;15000;7; ;7;7; ;8;5000,00;7; ;7;7; ;8;2;0;98;0;0;0;0
444060;1;1;2015;2;41;N;8;263;1; ;2;2; ;4;2;1;1; ;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6000;3;3;4; ;3;4;3000,00;4;4;6; ;4;7;2;1;98;0;0;0;0
444061;1;1;2015;2;40;S;23;154;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;2;4;13020;7;7;7;7; ;7;2170,00;3;3;4;3; ;4;3;0;98;0;0;0;0
444062;1;1;2015;2;40;N;18;554;1; ;1;2; ;4;2;2;1; ;1;2;3;4;1;1;1;1;1;2;0;1;2;2;2;0;2;0;2; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2600;1;1;1; ;1;1;520,00;1;1;1; ;1;1;1;0;98;0;0;0;0
444063;1;1;2015;2;43;S;13;685;1; ;3;1; ;2;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;13800;7;7;7;7; ;7;3450,00;5;5;4;5; ;5;1;2;3;0;0;0;10000
444065;1;1;2015;2;40;S;29;356;1; ;4;1; ;2;1;1;1; ;1;1;1;2;1;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;23000;9;9;10;9; ;10;7666,67;9;9;10;9; ;9;2;0;97;0;0;0;10010
444066;1;1;2015;2;44;N;93;49;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;1;4;19000;9;9;7; ;9;9;3800,00;6;6;4; ;6;5;1;2;3;4;0;0;0
444068;1;1;2015;2;44;N;93;69;1; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;0;2;15000;8;8;6; ;8;7;7500,00;9;9;7; ;9;8;2;0;98;0;0;0;0
444069;1;1;2015;2;42;N;26;136;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;27000;10;10;10; ;10;10;6750,00;8;8;9; ;8;9;2;0;98;0;0;0;0
444070;1;1;2015;2;43;S;4;633;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;0;2;6900;3;3;3;3; ;3;3450,00;5;5;4;5; ;4;1;2;98;0;0;0;0
444071;1;1;2015;2;1;S;33;1715;1; ;2;2; ;4;2;1;1; ;1;1;2;2;1;1;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;2500;1; ;1;1; ;1;833,33;1; ;1;1; ;1;1;0;98;0;0;0;0
444072;1;1;2015;2;40;N;22;113;3; ;1;1; ;2;1;2;1; ;2;0;0;0;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6; ;2; ;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;4000;2;2;2; ;2;2;2000,00;3;3;3; ;3;3;1;2;98;0;0;0;0
444073;1;1;2015;2;43;S;5;493;1; ;1;2; ;4;2;2;1; ;1;2;2;3;1;2;1;1;1;2;0;2;2;2;0;0;0;0;2; ;2; ;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;1500;1;1;1;1; ;1;375,00;1;1;1;1; ;1;1;0;98;0;0;0;0
444075;1;1;2015;2;44;N;17;309;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;2;4;11460;6;6;4; ;6;5;1910,00;2;2;1; ;3;2;2;0;3;0;0;0;10010
444076;1;1;2015;2;44;N;31;158;1; ;3;4;madera;4;2;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;7;1;6;16600;8;8;6; ;8;4;2371,43;3;3;2; ;3;1;2;0;98;0;0;0;0
444077;1;1;2015;2;1;S;33;775;1; ;2;1; ;4;1;1;1; ;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;28000;10; ;10;10; ;10;9333,33;9; ;9;9; ;10;2;0;1;0;0;0;0
444078;1;1;2015;2;44;N;93;48;1; ;2;1; ;5;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;10800;6;6;4; ;6;6;2700,00;4;4;2; ;4;3;2;0;98;0;0;0;0
444079;1;1;2015;2;44;N;20;86;1; ;4;1; ;4;1;1;1; ;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;18000;8;9;6; ;9;5;9000,00;9;9;8; ;9;7;2;0;1;0;0;0;0
444083;1;1;2015;2;40;N;25;96;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;16000;8;8;8; ;8;8;8000,00;9;9;10; ;9;10;1;2;98;0;0;0;0
444085;1;1;2015;2;40;S;29;251;2; ;2;1; ;4;2;1;1; ;1;1;2;1;1;2;2;2;2;2;0;1;2;2;2;0;2;0;6; ;2; ;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;5;2;3;10360;6;6;6;5; ;6;2072,00;3;3;4;3; ;3;2;0;3;0;0;0;10000
444086;1;1;2015;2;43;N;14;91;2; ;5;1; ;2;1;1;1; ;1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;17800;8;8;8; ;8;9;8900,00;9;9;9; ;9;10;1;0;98;0;0;0;0
444091;1;1;2015;2;1;S;33;726;1; ;5;1; ;4;1;1;1; ;1;1;1;1;2;2;2;5;3;1;1;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;42000;10; ;10;10; ;10;10500,00;10; ;10;10; ;10;2;0;98;0;0;0;0
444092;1;1;2015;2;1;S;32;1139;2; ;3;1; ;9;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;9500;5; ;5;5; ;4;3166,67;4; ;4;4; ;3;2;0;98;0;0;0;10000
444095;1;1;2015;2;42;N;27;210;1; ;4;1; ;1;1;1;1; ;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;8000;4;4;4; ;4;4;4000,00;6;6;6; ;6;7;2;0;98;0;0;0;0
444096;1;1;2015;2;1;S;32;2266;2; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;9000;5; ;4;5; ;4;3000,00;4; ;4;4; ;2;2;0;98;0;0;0;10000
444099;1;1;2015;2;40;N;18;238;1; ;2;1; ;2;1;1;1; ;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;8000;4;4;4; ;4;5;1600,00;2;2;2; ;2;3;2;0;98;0;0;0;0
444100;1;1;2015;2;43;N;38;111;2; ;1;1; ;1;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;8800;5;5;5; ;5;5;4400,00;6;6;6; ;7;7;1;0;97;0;0;0;0
444105;1;1;2015;2;43;N;36;149;1; ;1;1; ;1;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;4000;2;2;2; ;2;2;4000,00;6;6;6; ;6;5;1;0;98;0;0;0;0
444108;1;1;2015;2;40;S;23;241;2; ;3;1; ;9;1;1;1; ;1;1;1;1;1;1;2;3;2;2;0;1;1;2;2;0;2;0;6; ;1; ;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;1;5;9000;5;5;5;5; ;5;1500,00;2;2;2;2; ;2;2;0;98;0;0;0;0
444109;1;1;2015;2;44;N;31;103;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;5; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;17500;8;8;6; ;8;4;8750,00;9;9;8; ;9;6;2;1;98;0;0;0;0
444110;1;1;2015;2;44;N;9;140;2; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;25000;10;10;8; ;10;7;25000,00;10;10;10; ;10;10;1;0;98;0;0;0;0
444112;1;1;2015;2;42;N;26;109;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;24800;9;10;10; ;10;10;4960,00;7;7;7; ;7;7;2;3;98;0;0;0;0
444114;1;1;2015;2;44;N;93;32;2; ;1;2; ;1;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;2;2;1; ;2;1;2000,00;3;3;2; ;3;2;1;0;2;0;0;0;0
444117;1;1;2015;2;43;N;36;132;1; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000;3;3;3; ;3;3;6000,00;8;8;8; ;8;7;1;0;98;0;0;0;0
444118;1;1;2015;2;1;S;33;1613;1; ;3;1; ;2;1;1;1; ;1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;6650;3; ;3;3; ;3;1330,00;1; ;1;1; ;2;3;0;98;0;0;0;10000
444120;1;1;2015;2;1;S;33;863;2; ;4;1; ;9;1;1;1; ;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;19000;9; ;8;9; ;9;9500,00;9; ;9;9; ;10;1;2;98;0;0;0;0
444121;1;1;2015;2;1;S;33;1462;1; ;2;1; ;3;1;1;2; ;1;1;1;2;1;2;2;2;2;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;7500;4; ;3;4; ;4;1875,00;2; ;2;2; ;3;2;0;1;0;0;0;10000
444122;1;1;2015;2;44;N;17;228;2; ;1;1; ;4;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;9000;5;5;3; ;5;4;9000,00;9;9;8; ;9;9;1;0;98;0;0;0;0
444123;1;1;2015;2;43;S;4;626;1; ;2;1; ;2;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2; ;2; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;2700;1;1;1;1; ;1;2700,00;4;4;3;4; ;3;1;0;98;0;0;0;0
444124;1;1;2015;2;43;N;36;116;1; ;4;1; ;1;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;37400;10;10;10; ;10;10;9350,00;9;9;9; ;9;9;2;0;98;0;0;0;10000
444125;1;1;2015;2;41;N;15;189;1; ;4;2; ;4;1;1;1; ;1;1;1;2;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;10500;6;6;7; ;6;7;1750,00;2;2;3; ;2;3;1;3;4;5;0;0;0
444127;1;1;2015;2;1;S;33;1396;1; ;2;1; ;4;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;7000;3; ;3;3; ;3;1750,00;2; ;2;2; ;2;1;0;98;0;0;0;10010
444128;1;1;2015;2;43;S;5;279;1; ;4;1; ;2;1;1;1; ;1;1;1;3;2;1;2;4;2;1;1;1;1;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;10800;6;6;6;6; ;6;2700,00;4;4;3;4; ;3;2;0;1;0;0;0;10010
444129;1;1;2015;2;1;S;33;1891;1; ;4;2; ;4;1;1;1; ;1;1;2;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1; ;2; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2400;1; ;1;1; ;1;600,00;1; ;1;1; ;1;1;2;98;0;0;0;0
444132;1;1;2015;2;43;S;4;759;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;7600;4;4;4;4; ;4;2533,33;3;4;3;3; ;3;1;0;98;0;0;0;10100
444134;1;1;2015;2;1;S;33;1249;2; ;2;1; ;9;1;1;1; ;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2500;1; ;1;1; ;1;2500,00;3; ;3;3; ;4;1;0;98;0;0;0;10
444135;1;1;2015;2;43;S;4;832;2; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;30000;10;10;10;10; ;10;10000,00;10;10;10;10; ;10;2;0;1;0;0;0;0
444136;1;1;2015;2;43;N;30;100;1; ;3;1; ;1;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;14000;7;7;7; ;7;8;7000,00;8;9;8; ;9;8;2;0;98;0;0;0;0
444137;1;1;2015;2;43;S;2;621;1; ;3;1; ;4;1;1;1; ;1;1;1;3;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1; ;2; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3200;1;1;1;1; ;1;3200,00;4;4;4;4; ;3;1;0;98;0;0;0;0
444139;1;1;2015;2;44;N;31;110;1; ;3;1; ;4;1;1;1; ;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7000;3;4;2; ;4;1;3500,00;5;5;3; ;5;2;1;0;98;0;0;0;0
444141;1;1;2015;2;43;N;3;231;2; ;1;1; ;4;1;1;1; ;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;14000;7;7;7; ;7;7;3500,00;5;5;4; ;5;4;2;0;98;0;0;0;0
444142;1;1;2015;2;40;S;29;393;1; ;2;1; ;4;2;2;1; ;1;2;2;2;1;1;2;2;2;2;0;1;1;2;2;0;2;0;6; ;2; ;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;4;0;4;6500;3;3;3;3; ;3;1625,00;2;2;3;2; ;2;1;0;97;0;0;0;0
444143;1;1;2015;2;42;N;26;165;1; ;2;1; ;1;1;1;1; ;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;2;2;12800;7;7;7; ;7;6;3200,00;4;5;5; ;5;5;2;0;98;0;0;0;0
444144;1;1;2015;2;43;N;6;156;1; ;3;1; ;3;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1; ;1; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6600;3;3;3; ;3;3;3300,00;5;5;4; ;5;4;2;0;98;0;0;0;0
444145;1;1;2015;2;1;S;32;1341;2; ;4;1; ;9;1;1;1; ;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;45800;10; ;10;10; ;10;11450,00;10; ;10;10; ;9;2;0;96;0;0;0;10000
444147;1;1;2015;2;44;N;93;75;1; ;3;1; ;3;1;1;1; ;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;21500;9;9;8; ;9;9;10750,00;10;10;9; ;10;10;1;0;98;0;0;0;0
444148;1;1;2015;2;43;N;3;261;2; ;1;1; ;9;1;1;1; ;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3; ;1; ;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4000;2;2;2; ;2;2;4000,00;6;6;5; ;6;5;1;0;98;0;0;0;0
444149;1;1;2015;2;40;S;23;220;1; ;4;1; ;2;1;1;1; ;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;6; ;1; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;15500;8;8;8;8; ;8;7750,00;9;9;10;9; ;10;2;0;1;0;0;0;0
