CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOPVVHLNQSCDEIJAH00505382;2017;1;1;1;1;S;33;484;1;;3;2;;2;2;1;1;;1;1;2;2;2;1;2;3;1;2;0;1;2;2;2;0;2;0;9;Estan en tramite debe impuestos;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;1;98;0;0;0
TQRMNOQXXHMMQTCDEIJAH00512524;2017;1;1;1;1;S;33;548;1;;4;1;;4;1;1;1;;1;1;1;3;2;1;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;23750;7;  ;7;7;  ;7;4750;4;  ;3;3;  ;4;1056;3;2;98;0;0;0
TQRMNOQXTHJMRLCDEIJAH00512525;2017;1;1;1;1;S;33;578;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPUQHLNQTCDEIJAH00505584;2017;1;1;1;1;S;33;1562;2;;1;2;;4;1;1;1;;2;0;0;0;2;1;2;1;1;2;0;2;2;2;0;0;0;0;1;;1;;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;7720;2;  ;2;2;  ;2;2573,33;2;  ;2;2;  ;2;2105;1;2;98;0;0;0
TQRMNOQQRHLOQUCDEIJAH00506337;2017;1;1;1;1;S;33;1427;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7200;2;  ;2;2;  ;2;3600;3;  ;2;2;  ;3;1735;1;0;2;0;0;0
TQRMNORRWHMKRLCDEIJAH00512526;2017;1;1;1;1;S;33;524;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;15700;5;  ;4;5;  ;5;7850;6;  ;6;6;  ;7;831;2;1;98;0;0;0
TQRMNORQXHMLRMCDEIJAH00512527;2017;1;1;1;1;S;33;1108;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;20000;6;  ;6;6;  ;6;20000;10;  ;9;10;  ;10;1372;1;0;98;0;0;0
TQRMNORRPHMLRMCDEIJAH00512528;2017;1;1;1;1;S;33;1108;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;11500;3;  ;3;3;  ;3;5750;5;  ;4;4;  ;5;1902;2;0;98;0;0;0
TQRMNOQUUHJMRMCDEIJAH00505815;2017;1;1;1;1;S;33;1720;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;0;7;39500;9;  ;9;9;  ;9;5642,86;4;  ;4;4;  ;5;3866;1;7;4;0;0;0
TQRMNOPPVHJKKUCDEIJAH00506320;2017;1;1;1;1;S;33;1103;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;0;6;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;3;0;2;4;0;0
TQRMNOQTRHLLKQCDEIJAH00505630;2017;1;1;1;1;S;33;1405;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;3;0;1;0;0;0
TQRMNOTPUHLONNCDEIJAH00505728;2017;1;1;1;1;S;33;2019;2;;4;1;;3;1;1;1;;1;1;1;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;15900;5;  ;5;5;  ;5;3180;2;  ;2;2;  ;2;3247;1;0;3;0;0;0
TQRMNOQWQHKOMSCDEIJAH00482890;2017;1;1;1;1;S;33;814;1;;3;1;;2;1;1;2;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;27000;8;  ;7;7;  ;8;9000;7;  ;6;7;  ;7;1309;2;0;98;0;0;0
TQRMNOQWRHKOMSCDEIJAH00482891;2017;1;1;1;1;S;33;814;1;;5;1;;3;1;1;2;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;42000;9;  ;9;9;  ;9;21000;10;  ;10;10;  ;10;1410;2;0;1;0;0;0
TQRMNOSWUHKOMTCDEIJAH00512661;2017;1;1;1;1;S;33;900;2;;3;1;;1;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;3;0;0;0
TQRMNOQYYHLMNOCDEIJAH00512662;2017;1;1;1;1;S;33;731;1;;1;1;;1;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;19465;6;  ;6;6;  ;6;6488,33;5;  ;5;5;  ;6;1026;2;1;98;0;0;0
TQRMNOQURHJMRMCDEIJAH00505679;2017;1;1;1;1;S;33;1720;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5400;1;  ;1;1;  ;1;5400;4;  ;4;4;  ;5;2011;1;0;98;0;0;0
TQRMNOQYTHLOPOCDEIJAH00506342;2017;1;1;1;1;S;33;1766;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;1;3;5;0
TQRMNOPXWHKMOTCDEIJAH00483685;2017;1;1;1;1;S;33;1829;1;;3;1;;1;2;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;2;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;5;6;0;0
TQRMNOPVYHKMNNCDEIJAH00483628;2017;1;2;1;1;S;33;766;1;;5;1;;3;1;1;2;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOSVWHMONMCDEIJAH00512512;2017;1;1;1;1;S;33;910;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;9;9;2;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;0;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;98;0;0;0
TQSMNOQVRHJMNRCDEIJAH00505165;2017;1;1;1;1;S;33;809;2;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;22000;7;  ;6;6;  ;7;7333,33;6;  ;5;6;  ;6;695;1;0;97;0;0;0
TQRMNORVVHLMNSCDEIJAH00506367;2017;1;1;1;1;S;33;662;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;25000;7;  ;7;7;  ;7;4166,67;3;  ;3;3;  ;4;841;2;1;98;0;0;0
TQRMNOQRPHLKRTCDEIJAH00506072;2017;1;1;1;1;S;33;1328;2;;3;1;;1;1;1;1;;1;1;1;1;1;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOPQQHMLRUCDEIJAH00512513;2017;1;1;1;1;S;33;2399;2;;2;1;;1;1;1;1;;1;1;1;1;2;1;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;2;2;2;1;1;7000;2;  ;2;2;  ;2;3500;2;  ;2;2;  ;3;2583;1;0;98;0;0;0
TQRMNOQTQHLMQOCDEIJAH00505414;2017;1;1;1;1;S;33;1124;1;;5;1;;4;1;1;2;;1;1;1;2;1;1;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;36000;9;  ;9;9;  ;9;6000;5;  ;5;5;  ;5;1719;2;3;98;0;0;0
TQRMNOPXYHKMOTCDEIJAH00483687;2017;1;1;1;1;S;33;1829;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;2;1;2;1;1;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;3;98;0;0;0
TQRMNOPSVHLMPPCDEIJAH00505833;2017;1;1;1;1;S;33;1226;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;20174;6;  ;6;6;  ;6;10087;7;  ;7;7;  ;8;2047;2;0;98;0;0;0
TQRMNOPSYHLMPPCDEIJAH00505830;2017;1;1;1;1;S;33;1226;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;9600;2;  ;2;2;  ;3;4800;4;  ;4;4;  ;4;1438;1;0;98;0;0;0
TQRMNOPTPHLMPPCDEIJAH00505838;2017;1;1;1;1;S;33;1226;1;;3;1;;2;1;1;1;;1;1;1;2;1;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;36000;9;  ;9;9;  ;9;12000;8;  ;8;8;  ;9;2009;2;0;98;0;0;0
TQRMNORVUHJKQMCDEIJAH00512514;2017;1;1;1;1;S;33;1347;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;15000;4;  ;4;4;  ;5;3750;3;  ;3;3;  ;3;2010;2;0;98;0;0;0
TQRMNOQRTHJMQNCDEIJAH00506359;2017;1;1;1;1;S;33;1610;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;5;1;4;12700;4;  ;3;4;  ;4;2540;2;  ;2;2;  ;2;2784;1;0;2;0;0;0
TQRMNOQRPHKLOUCDEIJAH00484473;2017;1;1;1;1;S;33;1468;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;2;3;4;0;0
TQRMNORXQHMNPNCDEIJAH00512515;2017;1;1;1;1;S;33;640;1;;4;1;;3;1;1;1;;1;1;1;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;1;5;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;1;5;0;0;0
TQRMNOPYXHKLPLCDEIJAH00484475;2017;1;1;1;1;S;33;1469;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQRPHKOPMCDEIJAH00512516;2017;1;1;1;1;S;33;1530;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0;  ;0;0;  ;0;0;0;  ;0;0;  ;0;1672;1;0;98;0;0;0
TQRMNORPUHKNQSCDEIJAH00485098;2017;1;1;1;1;S;33;1718;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;98;0;0;0
TQRMNORVWHJKKMCDEIJAH00505127;2017;1;1;1;1;S;33;1480;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;98;0;0;0
TQVMNORWPHJKKMCDEIJAH00505572;2017;1;1;1;1;S;33;1480;2;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;31500;8;  ;8;8;  ;8;31500;10;  ;10;10;  ;10;2279;1;0;98;0;0;0
TQTMNOPXWHJOPOCDEIJAH00506548;2017;1;1;1;1;S;33;1800;1;;1;1;;2;1;1;1;;1;1;1;3;1;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;11828;3;  ;3;3;  ;4;2957;2;  ;2;2;  ;2;2193;1;0;2;0;0;0
TQRMNORPYHLMTSCDEIJAH00505196;2017;1;1;1;1;S;33;1731;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOQRRHKMKRCDEIJAH00483577;2017;1;1;1;1;S;33;1250;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;1;3;0;0
TQRMNORUWHJLKTCDEIJAH00512651;2017;1;1;1;1;S;33;1486;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;36000;9;  ;9;9;  ;9;18000;9;  ;9;9;  ;10;2388;2;0;1;0;0;0
TQRMNOQWUHKOKTCDEIJAH00482853;2017;1;1;1;1;S;33;1765;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;52500;10;  ;10;10;  ;10;17500;9;  ;9;9;  ;10;2026;97;0;98;0;0;0
TQRMNOPPSHLNMTCDEIJAH00505726;2017;1;1;1;1;S;33;127;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;43000;9;  ;9;9;  ;10;10750;8;  ;7;7;  ;8;250;1;0;4;3;2;0
TQSMNOPSYHMMMPCDEIJAH00512652;2017;1;1;1;1;S;33;1420;2;;1;1;;2;1;1;2;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;9000;2;  ;2;2;  ;2;4500;3;  ;3;3;  ;4;1721;2;0;98;0;0;0
TQRMNOPSYHMMMPCDEIJAH00512653;2017;1;1;1;1;S;33;1420;2;;2;1;;2;1;1;2;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;5;0;5;36000;9;  ;9;9;  ;9;7200;6;  ;5;6;  ;6;3474;2;0;3;1;0;0
TQRMNOPXTHMKMQCDEIJAH00512654;2017;1;1;1;1;S;33;1583;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;22500;7;  ;6;7;  ;7;7500;6;  ;6;6;  ;6;2484;1;0;98;0;0;0
TQRMNOPXWHJMNOCDEIJAH00505965;2017;1;1;1;1;S;33;1464;2;;2;1;;9;1;1;1;;1;1;1;2;2;2;1;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;13600;4;  ;4;4;  ;4;3400;2;  ;2;2;  ;3;1785;2;0;98;0;0;0
TQRMNOSRQHMMMSCDEIJAH00512655;2017;1;1;1;1;S;33;1487;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;16300;5;  ;5;5;  ;5;8150;6;  ;6;6;  ;7;2277;1;0;98;0;0;0
TQRMNOQUUHLONLCDEIJAH00505310;2017;1;1;1;1;S;33;1136;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;2;5;4;0
TQRMNOTPQHLONNCDEIJAH00512656;2017;1;1;1;1;S;33;2019;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;32000;8;  ;8;8;  ;9;6400;5;  ;5;5;  ;6;3580;1;0;98;0;0;0
TQSMNOPPUHLMQOCDEIJAH00505186;2017;1;1;1;1;S;33;1124;1;;2;2;;6;2;1;2;;1;1;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPQQHKNQLCDEIJAH00485082;2017;1;1;1;1;S;33;609;1;;3;1;;3;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;2;0;1;0;0;0
TQRMNOPYSHKNQLCDEIJAH00512657;2017;1;1;1;1;S;33;609;1;;3;1;;3;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;13700;4;  ;4;4;  ;4;4566,67;3;  ;3;3;  ;4;944;2;0;98;0;0;0
TQRMNOPQXHLMQQCDEIJAH00506591;2017;1;1;1;1;S;33;1289;2;;2;1;;2;1;1;2;;1;1;1;2;2;1;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;21000;6;  ;6;6;  ;7;7000;6;  ;5;5;  ;6;2210;1;3;98;0;0;0
TQRMNORQRHLMQQCDEIJAH00506186;2017;1;1;1;1;S;33;1289;1;;2;1;;3;1;1;2;;1;1;1;2;2;1;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;11000;3;  ;3;3;  ;3;2750;2;  ;2;2;  ;2;1579;1;0;2;0;0;0
TQRMNOPWPHMMQTCDEIJAH00512658;2017;1;1;1;1;S;33;548;1;;2;2;;4;1;1;1;;1;1;1;1;2;1;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;8000;2;  ;2;2;  ;2;8000;6;  ;6;6;  ;7;671;1;0;98;0;0;0
TQRMNOPWXHMNQUCDEIJAH00512659;2017;1;1;1;1;S;33;467;1;;3;1;;4;2;1;2;;1;1;1;3;2;1;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;27900;8;  ;7;8;  ;8;5580;4;  ;4;4;  ;5;878;2;0;98;0;0;0
TQRMNOQQTHLOQUCDEIJAH00506625;2017;1;1;1;1;S;33;1427;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;5600;1;  ;1;1;  ;1;5600;4;  ;4;4;  ;5;1587;1;0;98;0;0;0
TQRMNOQXUHLMKMCDEIJAH00506416;2017;1;1;1;1;S;33;1553;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;14600;4;  ;4;4;  ;4;7300;6;  ;5;6;  ;6;2057;2;0;1;0;0;0
TQSMNOPWWHJKKMCDEIJAH00505361;2017;1;1;1;1;S;33;1480;1;;1;1;;3;1;1;2;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5900;1;  ;1;1;  ;1;5900;5;  ;5;5;  ;5;1998;1;0;98;0;0;0
TQRMNOQWSHMMKOCDEIJAH00512660;2017;1;1;1;1;S;33;1560;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;15000;4;  ;4;4;  ;5;2142,86;1;  ;1;1;  ;1;2935;3;4;98;0;0;0
TQRMNOQXXHJMKOCDEIJAH00505392;2017;1;1;1;1;S;33;1607;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;7750;2;  ;2;2;  ;2;7750;6;  ;6;6;  ;7;1695;1;0;98;0;0;0
TQRMNOQYVHJOLLCDEIJAH00505959;2017;1;1;1;1;S;33;1973;2;;3;1;;1;1;1;1;;1;1;1;1;1;1;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;25000;7;  ;7;7;  ;7;12500;8;  ;8;8;  ;9;2951;2;0;98;0;0;0
TQRMNOPQSHLLKQCDEIJAH00505908;2017;1;1;1;1;S;33;1405;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;8;3;5;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPXQHLLROCDEIJAH00512815;2017;1;1;1;1;S;33;1675;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;0;1;0;12;  ;12;12;  ;12;0;12;  ;12;12;  ;12;0;1;0;98;0;0;0
