CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOPTQHJNKNCDEGJBF00501005;2017;1;1;1;43;S;13;227;1;;2;2;;2;2;1;1;;1;1;1;1;1;1;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;4;2;2;4400;1;1;1;1;  ;1;1100;1;1;1;1;  ;1;175;1;0;98;0;0;0
TQRMNOPUTHLOKNCDEGJBF00500999;2017;1;1;1;43;S;13;589;1;;2;2;;2;1;1;1;;1;1;1;2;1;1;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;15;6;9;15700;5;5;5;5;  ;4;1046,67;1;1;1;1;  ;1;665;2;0;98;0;0;0
TQRMNORPVHJLLMCDEGJBF00509566;2017;1;1;1;43;S;13;926;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000;1;1;1;1;  ;1;6000;5;5;5;5;  ;4;1272;1;0;98;0;0;0
TQRMNOPTTHLOKTCDEGJBF00500965;2017;1;1;1;43;S;13;602;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;4;2;2;15000;4;5;5;4;  ;4;3750;3;3;2;3;  ;3;721;1;2;98;0;0;0
TQRMNOQYTHLMKMCDEGJBF00500888;2017;1;1;1;43;S;13;607;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;3;0;3;18000;5;6;6;5;  ;5;6000;5;5;5;5;  ;4;1170;1;0;98;0;0;0
TQRMNOTPPHLMKMCDEGJBF00500884;2017;1;1;1;43;S;13;607;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPSUHKMKOCDEGJBF00474819;2017;1;1;1;43;S;13;685;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;28100;8;8;8;8;  ;8;14050;9;9;9;8;  ;8;1323;2;0;1;0;0;0
TQRMNOSQUHMMKOCDEGJBF00509567;2017;1;1;1;43;S;13;595;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;29600;8;8;8;8;  ;8;14800;9;9;9;9;  ;9;932;2;0;96;0;0;0
TQRMNORSXHLMLMCDEGJBF00500748;2017;1;1;1;43;S;13;667;4;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;8940;2;2;2;2;  ;2;8940;7;7;7;7;  ;6;846;1;0;98;0;0;0
TQRMNORYTHJMLNCDEGJBF00500735;2017;1;1;1;43;S;13;575;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOPPVHMMMOCDEGJBF00509568;2017;1;1;1;43;S;13;610;1;;2;1;;1;1;1;1;;1;1;1;3;1;1;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;2;3;0;0
TQRMNOQVXHJMMMCDEGJBF00509569;2017;1;1;1;43;S;13;597;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPYUHJMMPCDEGJBF00509570;2017;1;1;1;43;S;13;569;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;3;2;98;0;0;0
TQRMNORTRHMOKNCDEGJBF00509571;2017;1;1;1;43;S;13;446;1;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;23000;7;7;7;7;  ;7;7666,67;6;6;6;6;  ;6;679;2;3;1;0;0;0
TQRMNORTUHMOKNCDEGJBF00509572;2017;1;1;1;43;S;13;446;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;12700;4;4;4;4;  ;3;2540;2;2;2;2;  ;2;509;2;3;4;0;0;0
TQSMNOPQUHKNKMCDEGJBF00474484;2017;1;1;1;43;S;13;447;2;;1;2;;2;2;2;1;;2;0;0;0;1;1;2;1;1;2;0;2;2;2;0;0;0;0;2;;2;;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;5;3;6700;1;2;1;1;  ;1;837,5;1;1;1;1;  ;1;403;1;0;3;0;0;0
TQRMNOPQSHJMKTCDEGJBF00500694;2017;1;1;1;43;S;13;612;2;;1;1;;3;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQXTHLLLOCDEGJBF00500814;2017;1;1;1;43;S;13;505;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;13136;4;4;4;4;  ;4;4378,67;3;3;3;3;  ;3;518;1;0;98;0;0;0
TQRMNOPPRHLMLUCDEGJBF00500890;2017;1;1;1;43;S;13;561;1;;3;1;;1;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;96;0;98;0;0;0
TQRMNOSQQHJNMLCDEGJBF00500658;2017;1;1;1;43;S;13;539;1;;1;1;;1;2;2;1;;1;2;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;18300;6;6;6;6;  ;5;9150;7;7;7;7;  ;7;679;2;0;98;0;0;0
TQRMNORTWHLOMNCDEGJBF00500728;2017;1;1;1;43;S;13;565;2;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;10500;3;3;3;3;  ;3;2100;1;1;1;1;  ;1;463;2;0;98;0;0;0
TQRMNOPUSHKMMNCDEGJBF00474872;2017;1;1;1;43;S;13;606;1;;5;1;;2;2;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;7;3;4;11800;3;3;3;3;  ;3;1685,71;1;1;1;1;  ;1;1067;2;3;5;0;0;0
TQRMNOQVTHKLLMCDEGJBF00509573;2017;1;1;1;43;S;13;836;2;;1;1;;9;1;1;1;;1;1;1;1;2;1;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;28800;8;8;8;8;  ;8;14400;9;9;9;9;  ;9;1328;1;2;98;0;0;0
TQRMNORSSHKKLNCDEGJBF00509574;2017;1;1;1;43;S;13;1519;2;;1;1;;2;1;1;1;;1;1;1;1;1;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;31000;8;8;8;8;  ;8;15500;9;9;9;9;  ;9;2135;1;0;98;0;0;0
TQRMNOQSPHMOLRCDEGJBF00509575;2017;1;1;1;43;S;13;405;1;;3;1;;2;1;1;1;;1;1;1;2;1;1;2;3;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;2;0;0;0
TQRMNOWQQHJKLPCDEGJBF00509576;2017;1;1;1;43;S;13;1649;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPXXHLOLSCDEGJBF00500762;2017;1;1;1;43;S;13;600;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;6;0;6;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPXYHLOLSCDEGJBF00500759;2017;1;1;1;43;S;13;600;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;5;1;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;3;0;2;0;0;0
TQRMNORYVHLOLSCDEGJBF00500806;2017;1;2;1;43;S;13;600;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;7000;2;2;2;2;  ;2;7000;6;6;5;5;  ;5;661;1;0;98;0;0;0
TQRMNOQSQHJOLQCDEGJBF00500751;2017;1;1;1;43;S;13;490;1;;2;1;;4;2;1;1;;1;1;1;2;2;2;1;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;2;3;1800;1;1;1;1;  ;1;360;1;1;1;1;  ;1;438;2;0;98;0;0;0
TQRMNOQRXHKMLPCDEGJBF00474851;2017;1;1;1;43;S;13;592;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;2;1;2;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;0;0;0
TQRMNOPRYHJMLRCDEGJBF00509577;2017;1;1;1;43;S;13;568;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;1;1;9800;2;3;2;2;  ;2;4900;4;4;3;4;  ;4;614;1;0;98;0;0;0
TQRMNOPSPHJMLRCDEGJBF00500984;2017;1;1;1;43;S;13;568;1;;2;1;;9;1;1;1;;1;1;1;1;2;1;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQUTHJMLRCDEGJBF00500950;2017;1;1;1;43;S;13;568;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;27800;8;8;8;8;  ;8;9266,67;7;7;7;7;  ;7;857;2;0;98;0;0;0
TQRMNOPSQHJLLSCDEGJBF00500772;2017;1;1;1;43;S;13;828;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;40000;9;9;9;9;  ;9;20000;10;10;10;10;  ;10;1564;1;2;98;0;0;0
TQRMNOQRWHJLLSCDEGJBF00500770;2017;1;1;1;43;S;13;828;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;13720;4;4;4;4;  ;4;6860;5;6;5;5;  ;5;1681;2;0;98;0;0;0
TQRMNORXSHLLLQCDEGJBF00500973;2017;1;1;1;43;S;13;856;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;1;2;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;20000;6;6;6;6;  ;6;10000;7;8;7;7;  ;7;1690;1;2;98;0;0;0
TQRMNOSPYHJOKOCDEGJBF00500655;2017;1;1;1;43;S;13;633;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;10150;3;3;3;3;  ;3;5075;4;4;4;4;  ;4;662;97;0;98;0;0;0
TQRMNOSQPHJOKOCDEGJBF00500656;2017;1;1;1;43;S;13;633;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;4000;1;1;1;1;  ;1;4000;3;3;3;3;  ;3;727;1;0;98;0;0;0
TQRMNOPURHLOKNCDEGJBF00500882;2017;1;1;1;43;S;13;589;1;;2;2;;4;2;1;1;;1;1;1;1;1;1;2;2;2;2;0;1;2;2;1;1;2;0;2;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;1;5;15400;5;5;5;4;  ;4;2566,67;2;2;2;2;  ;2;905;2;0;98;0;0;0
TQRMNOQYVHLOKNCDEGJBF00501010;2017;1;2;1;43;S;13;589;1;;3;2;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;1;0;0
TQRMNOQURHKOKNCDEGJBF00474509;2017;1;1;1;43;S;13;557;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;16000;5;5;5;5;  ;5;4000;3;3;3;3;  ;3;850;1;2;98;0;0;0
TQRMNOTPVHKOKNCDEGJBF00474513;2017;1;1;1;43;S;13;557;1;;3;1;;4;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;11200;3;3;3;3;  ;3;3733,33;3;3;2;3;  ;3;899;1;0;98;0;0;0
TQRMNORTYHJMKPCDEGJBF00500763;2017;1;1;1;43;S;13;610;1;;2;1;;1;1;1;1;;1;1;1;2;2;1;2;2;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;33000;8;9;9;8;  ;8;11000;8;8;8;8;  ;8;1140;1;2;98;0;0;0
TQRMNOQWRHLNKOCDEGJBF00509531;2017;1;1;1;43;S;13;248;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;3;4;0;0;0
TQRMNOQPSHLNKPCDEGJBF00500697;2017;1;2;1;43;S;13;450;1;;3;4;PORLAN;2;1;1;1;;1;1;1;2;2;1;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;7200;2;2;2;2;  ;2;2400;1;2;1;1;  ;2;545;2;0;98;0;0;0
TQRMNOQPTHLNKPCDEGJBF00500641;2017;1;1;1;43;S;13;450;2;;5;2;;2;1;2;1;;1;1;2;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;14770;4;4;4;4;  ;4;7385;6;6;6;6;  ;5;543;2;0;97;0;0;0
TQRMNORRPHLNKPCDEGJBF00500644;2017;1;1;1;43;S;13;450;1;;4;1;;2;1;1;1;;1;1;2;2;2;1;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOQSPHJMKSCDEGJBF00509532;2017;1;1;1;43;S;13;670;1;;6;1;;1;1;1;1;;1;1;1;2;2;2;2;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;79000;10;10;10;10;  ;10;19750;10;10;10;10;  ;9;1827;96;0;98;0;0;0
TQRMNOSWTHMLLSCDEGJBF00509533;2017;1;1;1;43;S;13;989;2;;1;2;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;15950;5;5;5;5;  ;5;15950;9;9;9;9;  ;9;1176;1;0;98;0;0;0
TQRMNOSWVHMLLSCDEGJBF00509534;2017;1;1;1;43;S;13;989;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;4000;1;1;1;1;  ;1;4000;3;3;3;3;  ;3;987;1;0;98;0;0;0
TQRMNOWUPHMLLSCDEGJBF00509535;2017;1;1;1;43;S;13;989;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;10000;3;3;3;2;  ;3;10000;7;8;7;7;  ;7;987;1;0;98;0;0;0
TQRMNORTUHMKLTCDEGJBF00509536;2017;1;1;1;43;S;13;1767;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;13000;4;4;4;4;  ;4;13000;8;9;8;8;  ;8;1677;1;0;98;0;0;0
TQRMNORXRHJOLQCDEGJBF00509537;2017;1;1;1;43;S;13;490;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;8800;2;2;2;2;  ;2;8800;7;7;7;7;  ;6;588;1;0;98;0;0;0
TQRMNORXSHJOLQCDEGJBF00500685;2017;1;1;1;43;S;13;490;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;25000;7;7;7;7;  ;7;6250;5;5;5;5;  ;5;563;1;2;98;0;0;0
TQRMNORXYHKMLPCDEGJBF00474855;2017;1;1;1;43;S;13;592;2;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;3;0;3;26900;8;8;8;7;  ;7;8966,67;7;7;7;7;  ;6;883;1;2;3;0;0;0
TQRMNORTQHMMLUCDEGJBF00509538;2017;1;1;1;43;S;13;631;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;52000;10;10;10;10;  ;10;26000;10;10;10;10;  ;10;1266;1;2;98;0;0;0
TQRMNOQTSHKOLQCDEGJBF00474530;2017;1;1;1;43;S;13;572;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;35000;9;9;9;9;  ;9;11666,67;8;8;8;8;  ;8;781;2;0;1;0;0;0
TQRMNOPVPHLMLTCDEGJBF00500839;2017;1;1;1;43;S;13;615;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;5;98;0;0;0
TQRMNORQSHLMLTCDEGJBF00500837;2017;1;1;1;43;S;13;615;1;;3;1;;2;1;1;1;;1;1;1;2;1;1;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;0;0;0
TQRMNOPSTHJLLSCDEGJBF00509539;2017;1;1;1;43;S;13;828;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPTYHMLKSCDEGJBF00509540;2017;1;1;1;43;S;13;851;2;;2;1;;2;1;1;1;;1;1;1;2;1;1;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;15000;4;5;5;4;  ;4;15000;9;9;9;9;  ;9;1120;1;0;98;0;0;0
TQSMNOQRPHMOKNCDEGJBF00509541;2017;1;1;1;43;S;13;446;2;;1;1;;1;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;21000;6;7;6;6;  ;6;10500;8;8;8;7;  ;7;737;2;1;98;0;0;0
TQRMNOQPRHMMLNCDEGJBF00509542;2017;1;1;1;43;S;13;618;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;64000;10;10;10;10;  ;10;32000;10;10;10;10;  ;10;1015;1;2;98;0;0;0
TQRMNOSPXHJLKUCDEGJBF00500675;2017;1;1;1;43;S;13;1008;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;96;0;0;0
TQRMNOQQSHKNKMCDEGJBF00474487;2017;1;1;1;43;S;13;447;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;22000;7;7;7;6;  ;6;7333,33;6;6;6;6;  ;5;683;2;0;98;0;0;0
TQRMNOQQRHJOKMCDEGJBF00500651;2017;1;1;1;43;S;13;719;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;34200;9;9;9;9;  ;9;6840;5;6;5;5;  ;5;852;2;0;98;0;0;0
TQRMNOQYXHLOKNCDEGJBF00500947;2017;1;1;1;43;S;13;589;1;;1;2;;1;2;1;1;;1;1;1;1;1;1;2;1;1;2;0;1;2;2;1;1;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;5;2;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
